ID,EC50,ION_ACTIVITY,ACTUAL_200,ACTUAL_500,ACTUAL_1000,M2_200_90,M5_500_40,M5_500_130,M5_500_250,M5_1000_210,LOGC_500,SMILE
OSM-S-291,5,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.969911098,0.003481729,0.000922895,0.004793677,9.74E-06,0.121066921,ClC(C=CC=C1)=C1C2=NN=C3N2C(OCCC4=CC=CC=C4)=CN=C3
OSM-S-292,2.5,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.808618367,0.003891731,0.000505822,0.005305668,5.16E-05,0.023412121,ClC1=CC=CC(C2=NN=C3N2C(OCCC4=CC=CC=C4)=CN=C3)=C1
OSM-S-294,1.599,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.999565542,0.003297244,0.000603485,0.004528773,0.000100468,0.049969044,C12=NN=C(C3=CC=CC=C3)N1C(OCCC4=CC=CC=C4)=CN=C2
OSM-S-295,5,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.805153847,0.002743995,0.000675157,0.003056173,9.25E-06,0.042778966,FC1=CC(C2=NN=C3N2C(OCCC4=CC=CC=C4)=CN=C3)=CC(F)=C1
OSM-S-296,1.014,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.031254724,0.003392297,0.000669559,0.006562592,6.14E-05,0.028097676,C12=NN=C(C3=CC(OCO4)=C4C=C3)N1C(OCCC5=CC=CC=C5)=CN=C2
OSM-S-297,0.415,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.92776984,0.993921995,0.999999642,1,0.999943376,0.777224145,C12=NN=C(C3=CC(C=CC=C4)=C4C=C3)N1C(OCCC5=CC=CC=C5)=CN=C2
OSM-S-298,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.073051065,0.004119877,0.000751746,0.002502392,2.09E-06,0.008095086,FC1=CC(C2=NN=C3N2C(OCC4=NC=CC=C4)=CN=C3)=CC(F)=C1
OSM-S-299,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.004075174,0.003393377,0.000642109,0.003093495,1.14E-06,0.003964149,C12=NN=C(C3=CC(OCO4)=C4C=C3)N1C(OCC5=NC=CC=C5)=CN=C2
OSM-S-3,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.005774219,0.00257273,0.0004701,0.011039481,2.75E-05,0.030842124,O=C(C1=C(C)N(C2=CC=C(F)C=C2)C(C)=C1)OCC
OSM-S-30,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.004316171,0.002489227,0.000405689,0.004517396,3.26E-05,0.044915192,CCOC(C1=C(C)N(C2=CC=C(C=C2)C)C(C)=C1)=O
OSM-S-300,10,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.5020262,0.004966355,0.000810744,0.001741806,1.36E-06,0.208580787,C12=NN=C(C3=CC(C=CC=C4)=C4C=C3)N1C(OCC5=NC=CC=C5)=CN=C2
OSM-S-301,5,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.057359423,0.005651603,0.000632577,0.000703185,1.23E-05,0.030402329,FC(OC(C=C1)=CC=C1C2=NN=C3N2C(OCC4=NC=CC=C4)=CN=C3)F
OSM-S-31,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.001723984,0.002596145,0.000602187,0.005669066,3.88E-05,0.036444741,O=C(C1=C(C)N(C2=CC=CC=C2)C(C)=C1)OCC
OSM-S-32,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.009053142,0.002305648,0.000549888,0.00466466,5.41E-05,0.064796774,O=C(C1=C(C)N(C2=CC=C(C(F)(F)F)C=C2)C(C)=C1)OCC
OSM-S-346,0.702,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.086343266,0.004681217,0.00132062,0.002285547,0.999853611,0.034201112,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OC(C)C4=CC=C(Cl)C(Cl)=C4)N32
OSM-S-347,0.529,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.003681574,0.00335425,0.001236429,0.001577219,0.999911785,0.044917625,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC4=CC=C(Cl)C(Cl)=C4)N32
OSM-S-348,1.636,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.001137249,0.004642084,0.000663716,0.000480149,0.000169145,0.029580642,FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCC4=CC=C(Cl)C=C4)N32
OSM-S-349,0.582,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.079624444,0.004023766,0.00068843,0.009378608,0.999992728,0.068011562,FC(C=C1)=C(F)C=C1C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32
OSM-S-35,0.025,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.999999046,0.999228358,0.999998569,1,0.999654889,0.815068569,CC1=C(/C=C2S/C(NC\2=O)=N\C3=CC=CC=C3)C=C(C)N1C4=CC=CC=C4
OSM-S-350,0.709,X_MISSING,INACTIVE,INACTIVE,ACTIVE,0.432902098,0.00355947,0.00057479,0.023843434,0.999968529,0.073958001,ClC(C=C1)=C(Cl)C=C1C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32
OSM-S-351,0.259,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.947624922,0.998535991,0.999999881,1,0.999965787,0.711643583,ClC1=CC=CC(C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32)=C1Cl
OSM-S-352,0.366,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.960723698,0.999582469,0.999988914,1,0.999954343,0.763675243,FC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4=CC=CC=C4)N32
OSM-S-37,0.067,X_MISSING,ACTIVE,ACTIVE,ACTIVE,1,0.998964548,0.999999762,1,0.999807179,0.939758278,CC1=C(/C=C2S/C(NC\2=O)=N\C3=CC=CC=C3)C=C(C)N1C4=CC=C(C)C=C4
OSM-S-38,0.078666667,X_MISSING,ACTIVE,ACTIVE,ACTIVE,0.999999881,0.999940634,0.999999166,1,0.999879837,0.947959652,CC1=CC(/C=C(C(N/2)=O)\SC2=N/C3=CC=CC=C3)=C(C)N1C(C=C4)=CC=C4C(F)(F)F
OSM-S-39,0.034,X_MISSING,ACTIVE,ACTIVE,ACTIVE,1,0.999813497,0.999997854,1,0.999999881,0.990175516,CC1=C(/C=C2S/C(NC\2=O)=N\C3=CC=CC=C3)C=C(C)N1C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4
OSM-S-4,50,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.000326023,0.002417543,0.000440676,0.008339579,2.90E-05,0.005250186,CC(N1C2=CC=C(F)C=C2)=C(C(O)=O)C=C1C
OSM-S-42,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.0390018,0.002423798,0.001055221,0.008012002,1.21E-05,0.085767391,CC(N1C2=CC=C(C(F)(F)F)C=C2)=C(/C=C(C(N/3CC#N)=O)\SC3=N/C4=CC=CC=C4)C=C1C
OSM-S-43,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.991329432,0.002121456,0.001312549,0.00395419,5.14E-06,0.100318703,CC(N1C2=CC=C(C(F)(F)F)C=C2)=C(/C=C3SC(N(CC#N)C4=CC=CC=C4)=NC\3=O)C=C1C
OSM-S-45,0.015333333,X_MISSING,ACTIVE,ACTIVE,ACTIVE,1,0.999934196,1,1,0.999929667,0.984857252,O=C(N=C(S/1)N(C(C)=O)C2=CC=CC=C2)C1=C\C3=C(C)N(C4=CC=C(C=C4)C(F)(F)F)C(C)=C3
OSM-S-48,0.258333333,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.999533176,0.999385595,0.999999881,1,0.999997616,0.889419726,CCOC(C1=CC=C(N2C(C)=CC(/C=C(C(N/3)=O)\SC3=N/C4=CC=CC=C4)=C2C)C=C1)=O
OSM-S-49,0.058666667,X_MISSING,ACTIVE,ACTIVE,ACTIVE,1,0.999705255,0.999999881,1,0.999923706,0.906465266,O=C(N=C(S/1)N(C2=CC=CC=C2)C(C)=O)C1=C\C3=C(C)N(C4=CC=CC=C4)C(C)=C3
OSM-S-5,0.515,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.008963486,0.00249043,0.000373055,0.012002802,0.999851942,0.032407075,FC1=CC=C(N2C(C)=CC(C(OCC(N)=O)=O)=C2C)C=C1
OSM-S-50,0.169,X_MISSING,ACTIVE,ACTIVE,ACTIVE,1,0.999925852,1,1,0.999952078,0.982362618,O=C(N=C(S/1)N(C2=CC=CC=C2)C(C)=O)C1=C\C3=C(C)N(C4=CC=C(C)C=C4)C(C)=C3
OSM-S-51,0.277,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.027730597,0.99998641,0.999991536,1,0.99996841,0.873351069,CC1=C(/C=C2S/C(NC\2=O)=N\C3=CC=CC=C3)C=C(C)N1C4=NC=CC=C4
OSM-S-52,0.303666667,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.955661118,0.998594224,0.999999762,1,0.99992156,0.868450521,CC(N1C2=CC=C(C(F)(F)F)C=C2)=CC(/C=C(C(N/3C4=CC=CC=C4)=O)\SC3=N/C5=CC=CC=C5)=C1C
OSM-S-54,0.276666667,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.253083676,0.999994636,1,1,0.999998212,0.98584691,CC(N1C2=CC=C(C(F)(F)F)C=C2)=C(/C=C(C(N/3C4CCCC4)=O)\SC3=N/C5=CC=CC=C5)C=C1C
OSM-S-55,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.018454041,0.003241647,0.001216236,0.006124618,4.83E-05,0.08734537,O=C(N/C1=N/C2=CC=CC=C2)/C(S1)=C/C3=CC=CC=C3
OSM-S-57,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.00479919,0.002276994,0.000552647,0.0012829,0.000112385,0.026825693,O=C(OCC(N)=O)C1=C(C)N(N=C1)C2=CC=CC=C2
OSM-S-58,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.01743629,0.002677103,0.000491193,0.00344699,2.25E-05,0.007785187,FC(C=C1)=CC=C1N2C(C)=C(CNCC(N)=O)C=C2C
OSM-S-59,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.032887585,0.002282868,0.000551669,0.004424934,0.000100214,0.004175242,FC(C=C1)=CC=C1N2C(C)=C(C(N(C)CC(N)=O)=O)C=C2C
OSM-S-6,0.28225,X_MISSING,INACTIVE,ACTIVE,ACTIVE,0.999571621,0.997476399,0.999572098,0.999996424,0.999961495,0.760130134,CC(N1C2=CC=C(F)C=C2)=CC(C(OCC(NC(C3=O)=C(N(N3C4=CC=CC=C4)C)C)=O)=O)=C1C
OSM-S-60,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.052998669,0.00278847,0.000498624,0.002423625,4.06E-05,0.006657846,FC(C=C1)=CC=C1N2C(C)=C(CN(C)CC(N)=O)C=C2C
OSM-S-61,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.572532773,0.00252069,0.000612401,0.006226861,3.09E-05,0.011655314,FC(C=C1)=CC=C1N2C(C)=C(C(NC(CO)C(OC)=O)=O)C=C2C
OSM-S-62,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.022490328,0.002650506,0.00062846,0.984301507,1.99E-05,0.004619036,FC(C=C1)=CC=C1N2C(C)=C(C3=NC(C(OC)=O)=CO3)C=C2C
OSM-S-68,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.528841674,0.002592841,0.000490292,0.005063533,5.91E-05,0.010749332,FC(C=C1)=CC=C1N2C(C)=C(C(OC(C)(C)C(N)=O)=O)C=C2C
OSM-S-7,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.006640528,0.002752628,0.000774323,0.001505148,0.000233569,0.009698895,FC1=CC=C(N2C(C)=CC(C(N(C(NC3CCCCC3)=O)C4CCCCC4)=O)=C2C)C=C1
OSM-S-8,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.999777734,0.002301317,0.000823565,0.099676453,9.47E-08,0.012174306,FC1=CC=C(N2C(C)=CC(C(NC3=C(C)N(C)N(C4=CC=CC=C4)C3=O)=O)=C2C)C=C1
OSM-S-81,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.097091645,0.002358139,0.000539808,0.006489724,4.65E-05,0.047059662,CC1=CC(=C(C)[N]1C2=CC=CC=C2)C(=NCC(N(C)C)=O)O
OSM-S-82,9.4,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.149272874,0.002560603,0.000631763,0.010056978,7.32E-06,0.042374622,CC1=CC(=C(C)[N]1C2=CC=C(C=C2)F)C(=O)OCC(=NC)O
OSM-S-83,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.02347764,0.002210973,0.000629897,0.002808654,3.79E-05,0.00083977,CC1=CC(=C(C)[N]1C2=CC=CC=C2)C(N3CCN=C(C3)O)=O
OSM-S-84,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.724208176,0.002309424,0.000388377,0.003555905,1.39E-05,0.002582254,CC1=CC(=C(C)[N]1C2=CC=C(C=C2)Br)C(N(C)CC(=NC)O)=O
OSM-S-85,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.538990557,0.002305111,0.000437789,0.00165954,9.06E-05,0.006710438,CC1=CC(=C(C)[N]1C2=CC=CC=C2)C3=NN=C(O3)SCC(=NC4=CC(=CC=C4)OC)O
OSM-S-86,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.998998106,0.002370982,0.000388809,0.002718183,0.000124968,0.023953958,CCN(CC(=NC1=C(C=CC=C1F)F)O)C(C2=C(C)[N](C(=C2)C)C3=CC=C(C=C3)F)=O
OSM-S-87,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.748312235,0.001880095,0.000354438,0.002318931,7.19E-08,0.003612785,CC1=CC(=CC=C1)[N]2C(=CC(=C2C)C(N(C)CC(N=C3C=C(C)ON3)=O)=O)C
OSM-S-88,14.7,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.647656381,0.002921714,0.000630786,0.005125406,5.03E-05,0.014502322,CC1=CC(=C(C)[N]1C2=CC=C(C=C2)Cl)CNC3CCN(CC3)CC(=NC)O
OSM-S-89,24.7,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.146452844,0.002852313,0.000692836,0.001086735,9.13E-05,0.031092617,CCN=C([C@@H]1C[C@H](CN1CC2=C(C)[N](C(=C2)C)C3=CC=CC=C3Cl)N)O
OSM-S-9,0.04575,X_MISSING,ACTIVE,ACTIVE,ACTIVE,1,0.99991107,0.999999762,1,0.999970198,0.963224165,FC1=CC=C(C=C1)N2C(C)=CC(/C=C(SC(N(C3=CC=CC=C3)C(C)=O)=N4)/C4=O)=C2C
OSM-S-90,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.670385897,0.002734639,0.000537785,0.002475318,5.25E-05,0.000380684,CCC1=CC=C(C=C1)[N]2C(=CC(=C2C)CN3CCC(CC3)C(=O)O)C
OSM-S-91,11.3,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.929676712,0.00236457,0.0004629,0.011402175,1.82E-05,0.035474148,CC1=CC(=C(C)[N]1C2=CC=C(C=C2)F)C(=O)OCC(N(C)C)=O
OSM-S-92,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002969409,0.002216294,0.000578978,0.001262874,1.67E-05,0.029162594,FC(C=C1)=CC=C1N2C=C(C(OCC(N)=O)=O)C=N2
OSM-S-93,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.002864216,0.002555918,0.000449535,0.005049967,4.26E-05,0.007322966,FC(C=C1)=CC=C1N2C(C)=C(C(N(C)C)=O)C=C2C
OSM-S-94,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.034001868,0.00253158,0.000638723,0.003208411,8.61E-05,0.002512072,FC(C=C1)=CC=C1N2C(C)=C(CN3CCCC3)C=C2C
OSM-S-95,4.8,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.267631501,0.002456626,0.000627008,0.005099387,2.60E-05,0.008497477,FC(C=C1)=CC=C1N2C(C)=CC(CNC3CCN(CC4=CC=CC=C4)CC3)=C2C
OSM-S-96,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.008522062,0.002558933,0.00054605,0.001931552,4.60E-05,0.011682204,FC1=CC=C(N2N=CC(C3=NC(C(OC)=O)=CO3)=C2C)C=C1
OSM-S-97,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.013349921,0.002519772,0.000564901,0.008946685,2.45E-05,0.002357382,FC1=CC=C(N2C(C)=CC(C(CCC(O)=O)=O)=C2C)C=C1
OSM-S-98,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.778633356,0.002796616,0.000477596,0.006097372,1.83E-05,0.006070365,FC1=CC=C(N2C(C)=CC(C(CCC(N(C)C)=O)=O)=C2C)C=C1
OSM-S-99,50,X_MISSING,INACTIVE,INACTIVE,INACTIVE,0.946555316,0.002443514,0.000441864,0.005390488,3.88E-05,0.047805075,FC1=CC=C(N2C(C)=CC(C(OC(C)C(OCC)=O)=O)=C2C)C=C1
UNKN1,0.00044,ACTIVE,ACTIVE,ACTIVE,ACTIVE,0.999999881,0.999753058,0.999999881,1,0.999770939,0.985356355,C[C@@H](C1)N[C@@]2(C(NC3=C2C=C(Cl)C=C3)=O)C4=C1C5=CC(F)=C(Cl)C=C5N4
UNKN3,0.022,ACTIVE,ACTIVE,ACTIVE,ACTIVE,0.999682069,0.999883175,1,1,0.999952078,0.951503623,C[C@@H](CC1)N[C@@]2(C(NC3=C2C=C(Cl)C=C3)=O)C4=C1C5=CC=CC=C5N4
UNKN4,0.03,ACTIVE,ACTIVE,ACTIVE,ACTIVE,0.988933086,0.162749946,0.446998179,0.575949252,0.99986279,0.49382542,O=C1C2=CC=CC=C2[C@H](C(NC3=CC(C#N)=C(F)C=C3)=O)[C@@H](C4=CN=CC=C4)N1CC(F)(F)F
UNKN5,0.93,PARTIAL,INACTIVE,INACTIVE,ACTIVE,0.047861975,0.162749931,0.446998179,0.575949192,0.99986279,0.49382542,O=C1C2=CC=CC=C2[C@@H](C(NC3=CC(C#N)=C(F)C=C3)=O)[C@H](C4=CN=CC=C4)N1CC(F)(F)F
UNKN6,0.184,ACTIVE,ACTIVE,ACTIVE,ACTIVE,0.999990582,0.999964476,1,0.999999642,0.999979019,0.910198261,O=C(NC1=CC=C(F)C=C1F)NC2=C(C3=CC=C(Br)C=C3)C(C(F)(F)F)=NN2C
